-0.081955,-0.035719,-0.12611,-0.50311,0.41175,0.0074315,-0.50503,-0.42398,-0.26834,-0.21533,-0.27969,0.036804,0.16526,-0.28839,0.40754,0.29349,0.01811,0.2073,-0.40198,-0.061758,0.29444,-0.15563,-0.068747,-0.081425,0.29323,0.074364,-0.17132,-0.12852,-0.33303,0.38252,-0.0021323,-0.1589,0.52096,-0.020366,-0.10297,0.058365,0.2979,0.46406,-0.34427,0.22186,0.24905,-0.16323,-0.13272,0.38659,-0.40231,-0.24672,-0.56939,-0.36608,0.52156,-0.21894,0.23759,-0.057442,0.31979,0.014331,-0.27603,-0.61247,-0.18706,-0.22565,-0.30695,-0.3198,0.19155,-0.31231,0.4075,0.53913,0.21179,-0.28918,0.078561,0.48904,0.2104,0.33714,0.18524,-0.4646,0.36306,0.52043,-0.21071,0.25477,-0.36841,-0.041853,-0.023565,0.023201
0.18139,-1.0962,0.13024,1.2994,-0.024556,0.16548,-0.1776,-0.12672,0.35118,-0.058346,-0.54497,-0.77121,0.0089411,0.183,-0.27886,0.55955,0.25336,-0.93215,-0.31628,-0.5581,-0.753,0.12406,-0.1362,-0.29396,-0.00017842,-0.52301,-0.3442,0.2176,0.10866,-0.34953,0.090268,-0.36345,0.2717,-0.44168,0.42246,-0.12848,-0.38488,0.45764,-0.52783,0.409,0.21092,0.099109,-0.057218,0.13209,0.060288,-0.56098,0.42424,0.23846,0.14558,1.0178,0.64922,-0.25022,-0.43007,-0.14844,0.46039,0.50228,0.72777,0.43857,0.68024,0.28792,-0.58996,0.0054682,-0.27495,-0.23196,0.32846,-0.14806,-0.15351,-0.10368,0.50148,0.15727,0.4613,0.30927,0.40105,0.42333,-0.13697,-0.48908,-0.030345,0.26944,-0.30637,-0.36349
-0.70684,-0.15116,-0.0020511,-0.080541,-0.1163,0.28129,0.10336,-0.19898,0.12244,0.27789,0.07919,-0.071425,0.22237,-0.017354,0.28161,0.2773,-0.25767,0.044735,-0.28023,-0.41164,0.14067,-0.27462,-0.17458,-0.17528,-0.059723,0.10842,-0.09679,0.2447,-0.1146,-0.051607,0.017998,-0.47144,0.030831,0.2442,0.1433,0.16684,-0.10012,-0.12018,0.17729,-0.035763,0.060441,-0.26294,0.0052551,-0.31064,-0.084814,-0.034597,0.022197,0.21227,0.14297,0.077423,0.020431,0.10517,-0.027672,0.0024747,-0.012036,-0.10014,0.17583,-0.13317,0.2305,-0.053869,-0.20491,-0.084003,-0.14897,0.065151,-0.18188,0.13832,-0.2508,0.094264,-0.15351,-0.032314,0.023037,0.1581,-0.32836,-0.094028,0.10012,0.31538,0.042608,-0.12661,-0.16649,-0.2293
1.1041,0.93601,-0.07482,-0.20918,0.11528,-0.16661,-0.51344,-0.2239,0.80059,0.25251,-0.052056,0.4793,0.39978,0.1913,-0.55549,0.45054,0.096954,0.43049,0.043039,0.36501,-0.25637,0.27503,-0.30191,0.26305,-0.0038807,-0.3036,-0.04274,0.056006,-0.090501,0.12354,-0.04907,0.1337,-0.078607,0.099744,0.15889,-0.0017909,0.0024991,0.25995,0.3234,-0.10621,-0.30005,0.15404,0.29747,-0.15312,-0.020981,0.071791,-0.31205,-0.12848,-0.034685,0.12661,-0.35123,0.18549,-0.28242,-0.22884,-0.19896,-0.040009,0.17755,-0.069197,0.50769,-0.10099,-0.0059808,0.052317,-0.38692,0.098435,0.060072,-0.33482,-0.12208,-0.16015,-0.27304,-0.23192,0.23519,-0.026756,-0.16855,0.047243,-0.06669,0.064297,0.24877,-0.2041,0.19399,0.26718
0.17649,-0.059696,0.31724,0.056804,-0.19114,0.037783,0.32991,0.31052,-0.14818,-0.27076,0.061704,-0.057664,-0.15256,0.083175,0.031234,-0.015124,-0.099799,0.13647,-0.090541,0.29854,-0.12186,0.20383,-0.1943,-0.15986,-0.011633,0.038501,0.16192,-0.045002,-0.25487,0.073568,0.013482,-0.035315,-0.15616,0.23189,-0.011377,-0.025716,-0.00087134,-0.03743,0.18191,-0.28683,-0.32412,0.26271,0.047722,0.20106,-0.03366,-0.16044,-0.094182,-0.062892,-0.21471,-0.13878,-0.10246,0.11376,-0.24505,0.15535,0.2016,-0.072247,0.078936,0.29462,0.020322,-0.15577,0.012677,0.00061019,-0.030516,-0.14126,-0.043328,0.24968,0.020239,-0.064225,-0.026227,0.032284,-0.14407,-0.13857,0.24058,-0.047664,-0.052873,-0.17759,-0.17185,-0.12605,0.10802,0.055362
0.20371,0.030395,-0.22884,0.2755,-0.11279,0.30992,0.46592,0.097297,0.068931,-0.10381,0.1574,0.2533,-0.10314,0.39034,-0.081301,0.33082,-0.30535,0.24473,-0.066551,0.036998,-0.069557,0.18149,-0.2497,-0.24139,0.10507,-0.41486,0.56017,-0.29107,0.32059,-0.34186,0.61806,0.14158,-0.019412,-0.33142,0.57077,-0.040198,0.45742,0.063861,-0.27146,-0.3832,0.098272,-0.19345,-0.0026026,0.095505,0.20952,0.029713,0.029649,-0.16778,0.32453,0.16088,-0.15168,-0.4205,-0.27981,0.36923,0.19602,0.32804,0.19494,-0.37856,0.51753,0.11701,-0.55466,-0.17359,-0.48431,0.048213,0.033903,-0.022287,-0.14185,0.31345,0.19931,-0.11289,-0.21541,0.19161,-0.25848,0.075142,-0.48505,-0.56588,-0.058976,0.32336,-0.20701,-0.12405
-0.1804,-0.31034,0.10833,-0.10344,0.209,0.20231,-0.11098,0.013492,0.081642,-0.04014,-0.022303,-0.081901,-0.12342,0.35615,0.15134,0.24286,-0.067537,0.076393,-0.21345,-0.17822,0.0039428,0.1853,-0.15407,0.12336,-0.088282,-0.114,-0.1183,0.023852,-0.099537,0.098739,-0.33555,0.013059,0.11798,0.044337,-0.30741,-0.091419,0.039288,0.1415,-0.0093573,0.0077617,-0.122,-0.06318,0.061799,-0.051182,0.20972,-0.21171,-0.13982,0.023316,0.032227,-0.23038,-0.18431,0.072994,0.011139,-0.26097,0.27737,0.12224,0.018114,-0.34103,-0.098402,-0.1205,0.12961,0.11689,0.14528,0.00067356,0.042259,0.23176,-0.091342,0.28146,-0.032711,-0.17496,0.033474,0.024849,0.14831,-0.16925,0.065712,0.24303,-0.12935,0.20523,0.12309,-0.23562
0.93145,0.70335,-0.21588,-0.84281,0.60017,-0.79214,0.91576,0.51104,0.67342,-0.16387,-0.2488,-0.59391,-0.13941,0.39662,-0.24708,0.23733,-0.064592,0.2812,0.71488,0.39361,-0.074202,0.2587,-0.32521,0.17841,-0.091011,-0.075856,-0.2469,-0.08468,-0.33854,-0.43036,0.38399,-0.47944,0.16215,0.20878,0.044118,0.32713,0.065971,-0.11817,0.020486,-0.095785,-0.017283,0.32707,0.2025,0.15721,-0.095626,-0.02929,0.01179,-0.021081,-0.30796,0.042065,-0.16988,0.21784,0.13088,0.11914,-0.30614,0.25009,-0.061902,0.029492,-0.087582,0.2802,-0.042348,-0.30453,0.042218,0.099811,0.13887,0.13939,-0.13402,0.32283,-0.30394,-0.31449,0.16931,0.058919,0.091553,0.0081278,-0.4008,-0.005432,0.10353,0.14233,0.2836,0.43862
0.88006,0.61877,0.23948,-0.11241,-0.022132,-0.074933,0.026486,-0.038461,0.26512,-0.31632,-0.1257,0.31394,-0.0582,-0.12726,-0.17609,-0.12891,-0.12892,-0.021308,0.091858,0.07722,0.13637,0.24093,0.20574,-0.17214,-0.12077,-0.29646,-0.24056,0.21148,0.116,-0.045137,-0.087507,0.41585,-0.018442,-0.13591,-0.067704,0.055319,-0.10388,-0.12172,0.01451,-0.24425,0.18087,0.041372,-0.075748,0.019113,0.1598,-0.037484,-0.27837,-0.26692,-0.1124,0.15038,-0.2696,-0.34957,0.052181,0.093008,-0.28324,0.17644,-0.19814,0.11908,0.2064,-0.012611,0.19146,0.11754,-0.23332,-0.2004,0.01382,-0.33219,-0.22776,0.19628,-0.053734,-0.028517,0.35308,0.14525,0.14274,0.12539,0.074427,-0.20222,-0.13281,0.030758,-0.06057,0.02944
0.82977,0.89327,0.30391,-0.14029,-0.33328,-0.26277,0.11653,-0.089095,0.36035,0.12692,0.12274,0.41418,-0.13307,-0.37544,-0.3831,0.57627,-0.1218,0.016926,0.10795,0.090505,0.17929,0.50474,0.24951,-0.053712,-0.12045,-0.3067,-0.029585,0.22757,0.18675,-0.40149,0.3512,0.26425,0.16666,0.052773,0.062026,0.10782,0.073426,-0.019618,0.069647,-0.20192,-0.15579,0.39985,0.034107,0.048892,-0.1009,-0.144,0.1115,-0.088283,-0.28836,0.013882,0.13397,0.019542,0.16279,-0.14134,-0.24463,0.00013845,-0.1602,0.086567,0.001584,-0.072366,0.22202,-0.017337,0.12027,-0.051542,0.20879,-0.20761,-0.02886,0.30559,-0.20775,0.1164,-0.097709,-0.078663,-0.21725,0.3443,-0.36757,-0.55256,0.33417,0.022883,-0.0084187,0.11392
